anio_c,pais_c,population,poor_int_pop,poor_int_delta_pop,poor31_int_pop,poor31_int_delta_pop,poor_national_pop,poor_national_delta_pop,poor_e_national_pop,poor_e_national_delta_pop,lpe_ci_diff,lp_ci_diff,poor_int,poor_int_delta,poor31_int,poor31_int_delta,poor_national,poor_national_delta,poor_e_national,poor_e_national_delta,shock_weight
2020,ARG,28644818.0,3117451.0,3033772.0,1600371.0,1589140.0,9345989.0,9145764.0,2615991.0,2443448.0,0.0,0.0,0.12102024915073895,0.1177718088613215,0.06212681359021111,0.061690823283318735,0.4485814255681058,0.4389711835771968,0.1255602774680491,0.11727869432989244,0.0
2014,BHS,257918.38403320312,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,0.0,0.0,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.0
2007,BLZ,313923.68988609314,19310.166982650757,17716.942991256714,11562.428081512451,11283.11243057251,19310.166982650757,17716.942991256714,11562.428081512451,11283.11243057251,0.0,0.0,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.04692409313055984,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.04692409313055984,0.0
2020,BOL,11749037.995095253,3051805.186159134,2951385.7665548325,1607023.870554924,1535369.2672185898,4538500.133379936,4346947.469762802,1714047.6042966843,1637819.632842064,2.701982138647238e-07,6.756156877065498e-07,0.26149906469056505,0.25289445767882346,0.13770054556280956,0.13156070025479133,0.3888890238995002,0.37247551146363295,0.14687105434891756,0.14033933229501747,0.0
2020,BRA,211096452.99566078,41242997.93794346,40986010.28911686,18028022.542549133,17094286.611450195,46497642.96545887,45697892.94176388,8674885.643491745,8631296.923761368,0.0,0.0,0.20016417761787167,0.19891694235474347,0.087495198863464,0.0829635087801704,0.22566648717812832,0.2217850693909527,0.04210172483996663,0.041890176197179434,0.0
2016,BRB,278999.9999694824,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,0.0,0.0,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.0
2020,CHL,19545799.0,2195707.0,2099668.0,1077324.0,1044636.0,2112185.0,2004467.0,831232.0,760472.0,0.0,0.0,0.11488974632820459,0.10986453287868038,0.05637067289637765,0.05466028256288764,0.10813706196038599,0.10262224766133128,0.04255639836825636,0.03893371451039499,0.0
2020,COL,49620239.65705776,16934375.421102524,16105552.89699936,8793001.726118088,8384147.85562706,18939982.820563316,18030157.44936371,5191881.252938271,4879644.759225845,0.0001437277898976852,0.0006991864523577807,0.34989991249207564,0.33277469107447477,0.18168196098200595,0.1732341777039414,0.38169873727865755,0.36336296587796063,0.10463232924349249,0.09833980635625138,0.0
2021,CRI,5163413.0,878268.0,828325.0,363379.0,338766.0,1351668.0,1279098.0,376776.0,349311.0,0.0,0.0,0.1721955685915446,0.162403610690121,0.07124505676994594,0.06641936628623973,0.2622203451876859,0.24814193950650504,0.07309363895456246,0.0677654949276418,0.0
2020,DOM,10480963.994644165,2482052.771194458,2272553.1899108887,1000347.8591766357,893364.6697845459,2367297.6797180176,2058298.7022247314,325918.0559082031,277729.8112640381,0.0,0.0,0.24088682959608165,0.22055459068368352,0.09708521393536816,0.08670233988376781,0.22586640703352484,0.19638448364831082,0.03109619077737021,0.026498498745531392,0.0
2020,ECU,17695544.989904404,6586100.245279312,6362223.443101883,3491176.0305366516,3323406.0274066925,5533934.7630729675,5263748.605995178,2512521.3625125885,2347527.639257431,0.0,0.0,0.3787222877951116,0.36584864002978,0.20075403108660456,0.1911067076262134,0.31821933404097624,0.3026827470276806,0.14447818938481766,0.13499051109024338,0.0
2014,GTM,16002003.998764038,9157928.231903076,8812743.231903076,5970871.429046631,5610749.429046631,9486743.199783325,9084970.15901184,3737409.676925659,3384341.676925659,0.0,0.0,0.5747089919568676,0.5530467864486894,0.3747041266535849,0.3521045444816593,0.5928471959209648,0.5677395256065144,0.23355885157973522,0.21149486509233836,0.0
2019,GUY,745059.1476888657,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,0.0,-2.710509389321908e-06,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.0
2019,HND,2251019.1909561157,268601.8744163513,263394.08137893677,184826.1531906128,177366.54668426514,328202.57481765747,318736.6521644592,211485.94050598145,204827.87186431885,0.0,0.0,0.5163260271061143,0.5063152291738886,0.35528625252365614,0.340946855229551,0.6303425902136706,0.6121624336219854,0.40617778701577234,0.39339036682037104,0.0
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,325914.7932777405,97747.99367141724,83809.54419326782,-1.1185595158030859e-05,0.0,,,,,0.11332047995837581,0.10459381681881487,0.03136965843634556,0.026896478140373284,0.0
2020,MEX,126760856.0,38534112.0,36385580.0,16988970.0,15867717.0,66887453.0,64250382.0,18855506.0,17538509.0,0.0,-4.434347692949814e-05,0.30552268588149867,0.2884877723134282,0.1346992437443532,0.1258092444597534,0.5276664666890543,0.5068629546016951,0.14874864839978677,0.13835902938364505,0.0
2014,NIC,6240907.859611034,3012898.8379786015,2911970.6962502003,1784050.8496847153,1720512.927110672,2473974.7280521393,2376187.317369461,1399767.9736042023,1305866.942117691,0.0,0.0,0.507505286974529,0.4905045284737745,0.30051299002586174,0.28981039648928636,0.41672665490826905,0.4002549342864427,0.23578277444534668,0.21996569179688352,0.0
2019,PAN,4076474.0,638719.0,595035.0,374547.0,340836.0,873663.0,821421.0,387056.0,357528.0,-8.786216199041519e-09,-1.7572432398083038e-08,0.15949987401707724,0.14859117630092664,0.09353127011013329,0.08511301379868853,0.21816970911055059,0.20512392149753117,0.09665499732676475,0.08928131299926508,0.0
2020,PER,33221603.712699294,11615062.224806905,11020979.872205973,6025398.099321961,5652844.662004113,9984368.428366065,9063369.961044312,1703729.5014824867,1480004.2740502357,-7.635218185708965e-08,4.038146812923327e-07,0.3517520468127544,0.3337607800026286,0.18247393541909457,0.17119147893394568,0.3005384241745512,0.2728155461555803,0.05128378257161676,0.044549453026088835,0.0
2020,PRY,7221008.0,1551825.0,1470075.0,604770.0,565896.0,1863389.0,1755545.0,269304.0,229340.0,-7.784803165122867e-05,0.0,0.21788632885703346,0.20640809685016254,0.08491364367945363,0.0794554810979845,0.25805109203590415,0.2431163350047528,0.037294516222665865,0.031760108837990485,0.0
2020,SLV,6321041.993896484,1850907.7714862823,1762656.4167613983,978830.4975585938,916308.9993572235,1814047.6373729706,1695685.664741516,550173.576871872,504899.75363731384,2.769473601454454e-08,3.443793739486465e-08,0.3070946682663867,0.29245238250758043,0.16240335232662695,0.15203005385900548,0.2869855380053781,0.26826046502757744,0.08703843091109224,0.0798760321676139,0.0
2017,SUR,494372.2035036087,237259.42736196518,234451.99771642685,146482.05988121033,142790.1365852356,129338.43584489822,127538.45404481888,8341.4700050354,8341.4700050354,0.0,0.0,0.5362725627820821,0.5299269877818258,0.3310903618352408,0.32274558418176225,0.2616215776863638,0.2579806330957843,0.016872853987177115,0.016872853987177115,0.0
2015,TTO,1370327.9436531067,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,0.0,0.0,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.0
2020,URY,3530882.831489086,333549.2358431816,318648.72210264206,123476.6556968689,116813.19368839264,611005.5813837051,581804.0274906158,168771.57465457916,159954.37864398956,-5.150244266491572e-07,-2.4014641623112e-07,0.09548715067440049,0.09122149077243084,0.03534840665274758,0.03344081721034316,0.17491625146434336,0.1665565465785945,0.04831525618057285,0.045791104320771485,0.0
2021,VEN,28704946.98902893,25287458.12391281,25388296.525550842,23255209.237609863,23424495.186927795,25287458.12391281,25388988.847373962,23258676.789611816,23424868.131462097,0.00020885597760955665,0.0,0.9067657634428258,0.9103816591092707,0.833892732714928,0.8399630424440131,0.9067657634428258,0.9104064846066937,0.8340170733039632,0.8399764156084376,0.0
2020,ARG,28644818.0,3117451.0,3457613.0,1600371.0,1674208.0,9345989.0,9146250.0,2615991.0,2451300.0,296367393.5114795,296367393.5114548,0.12102024915073895,0.13422542542828544,0.06212681359021111,0.06499318490977415,0.4485814255681058,0.4389945102227584,0.1255602774680491,0.11765556844707369,0.1
2014,BHS,257918.38403320312,10644.299877166748,10596.961643218994,6016.8191566467285,6016.8191566467285,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,303282.8735390596,303282.87353906705,0.05380851274391729,0.053569210958544236,0.030415912178758265,0.030415912178758265,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.1
2007,BLZ,313923.68988609314,19310.166982650757,19426.837450027466,11562.428081512451,12282.869228363037,19310.166982650757,17716.942991256714,11562.428081512451,11283.11243057251,148092.04116169462,148092.0411617062,0.0803069258979802,0.08079213385017046,0.04808570821666102,0.05108187152513821,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.04692409313055984,0.1
2020,BOL,11749037.995095253,3152191.368818283,3252072.2588005066,1615345.232829094,1664087.0072965622,4538500.133379936,4364701.6364040375,1714047.6042966843,1659243.4839391708,35924094.538049415,35924094.538050175,0.2701008237387112,0.2786592859332409,0.13841357549719585,0.14259009649283738,0.3888890238995002,0.37399680711910255,0.14687105434891756,0.14217507104052182,0.1
2020,BRA,211096452.99566078,42286187.75588322,45493855.26591396,18159575.634170532,20471356.450717926,46497642.96545887,45816865.54121685,8674885.643491745,8656069.676073074,408999377.67909276,408999377.67909276,0.2052270790180423,0.22079481563561193,0.08813366400213087,0.09935340381525597,0.22566648717812832,0.2223624777685977,0.04210172483996663,0.04201040551710582,0.1
2016,BRB,278999.9999694824,10226.09602355957,10226.09602355957,3090.0795555114746,3090.0795555114746,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,314866.27671420056,314866.2767142186,0.04358769412399205,0.04358769412399205,0.013171149789140335,0.013171149789140335,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.1
2020,CHL,19545799.0,2203231.0,2504816.0,1084198.0,1185805.0,2112185.0,2011931.0,831232.0,766561.0,6807039505.538226,6807039505.538909,0.11528343749527442,0.1310637871258907,0.056730352997711786,0.062046910468799635,0.10813706196038599,0.10300438039614017,0.04255639836825636,0.0392454516784351,0.1
2020,COL,49620239.65705776,17097823.495295525,17915546.84880638,9004209.339918137,9515111.03428936,18939982.820563316,18130964.165927887,5191881.252938271,4974264.17515564,71517207451.4729,71517207451.47314,0.353277094433245,0.3701729835771475,0.1860459557411044,0.19660226228960453,0.38169873727865755,0.36539453036174563,0.10463232924349249,0.10024667775759367,0.1
2021,CRI,5163413.0,905326.0,972631.0,374049.0,403845.0,1351668.0,1302062.0,376776.0,361087.0,4047009108.464031,4047009108.46404,0.17750063230210905,0.19069663027089978,0.07333704545320867,0.07917892875278654,0.2622203451876859,0.25259690034517995,0.07309363895456246,0.07005001064076824,0.1
2020,DOM,10480963.994644165,2520504.3863983154,2638873.7043914795,1020370.6042938232,1088993.3478546143,2367297.6797180176,2072305.7261505127,325918.0559082031,295008.2867126465,325957980.2334298,325957980.23343,0.24461861474859808,0.25610652913290904,0.09902845045598758,0.10568838747521093,0.22586640703352484,0.19772090880280413,0.03109619077737021,0.02814705659359172,0.1
2020,ECU,17695544.989904404,6616340.68072319,7124852.672142029,3529876.7464637756,3863819.5282287598,5533934.7630729675,5312438.493148804,2512521.3625125885,2411585.959623337,10058855.594061268,10058855.594061362,0.3804612116603283,0.4097023130084939,0.20297944872821042,0.22218225002072778,0.31821933404097624,0.30548257465990103,0.14447818938481766,0.13867407385694694,0.1
2014,GTM,16002003.998764038,9234834.231903076,9466028.231903076,5999642.429046631,6243145.374221802,9486743.199783325,9137814.199783325,3737409.676925659,3429770.676925659,598074899.4538059,598074899.4538059,0.5795352549080733,0.594043915308316,0.3765096608299709,0.3917907733934693,0.5928471959209648,0.5710418645370362,0.23355885157973522,0.21433382201320333,0.1
2019,GUY,745059.1476888657,301134.3495197296,222071.15371513367,190097.66566181183,138775.88682556152,299922.63168144226,206605.1998310089,189381.52050876617,131046.32518959045,43220022.88421823,43220022.8842167,0.48873425908016754,0.36041647506218144,0.30852422491246867,0.22523013510101175,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.21268523085745486,0.1
2019,HND,2251019.1909561157,270177.07890319824,276977.5726585388,186265.51349258423,190773.71969604492,328202.57481765747,319501.7914237976,211485.94050598145,205933.42462539673,37761217.03260618,37761217.0326062,0.5193539995517298,0.5324264024554125,0.358053095412992,0.366719096733593,0.6303425902136706,0.6136319524485013,0.40617778701577234,0.3955136804214995,0.1
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,334083.5047264099,97747.99367141724,85400.37480545044,1815708919.8312793,1815708919.83127,,,,,0.11332047995837581,0.10721535081030749,0.03136965843634556,0.02740701355966797,0.1
2020,MEX,126760856.0,38648828.0,41637737.0,17045004.0,18623288.0,66887453.0,64326692.0,18855506.0,17623234.0,352973896.77489865,352973896.77489644,0.3064322265096461,0.33013017770508,0.13514351655335638,0.14765714517320871,0.5276664666890543,0.5074649543231232,0.14874864839978677,0.13902741395182752,0.1
2014,NIC,6240907.859611034,3031878.340870142,3139950.444046259,1803512.5270414352,1922492.3079280853,2473974.7280521393,2384182.6082401276,1399767.9736042023,1316112.803094864,62942080.52345141,62942080.52345141,0.5107022738564608,0.52890639111555,0.3037911963922442,0.3238326485252862,0.41672665490826905,0.40160169453494965,0.23578277444534668,0.221691547491066,0.1
2019,PAN,4076474.0,646589.0,675826.0,375075.0,383656.0,873663.0,830272.0,387056.0,364722.0,4077049.703399996,4077049.7034000205,0.1614651576684394,0.1687661739473309,0.09366312141482443,0.09580595483443546,0.21816970911055059,0.20733417887976835,0.09665499732676475,0.09107778702568178,0.1
2020,PER,33221603.712699294,11842315.70866692,12168608.711322188,6161668.128225207,6384660.482204914,9984368.428366065,9252409.538821816,1703729.5014824867,1538050.3041672707,104700577.16883203,104700577.16883235,0.35863422071298234,0.3685157202110686,0.18660075460079265,0.19335388389255243,0.3005384241745512,0.27850580660815566,0.05128378257161676,0.04629669047491935,0.1
2020,PRY,7221008.0,1558990.0,1668406.0,622226.0,747296.0,1863389.0,1760639.0,269304.0,236374.0,8556550909.686042,8556550909.685779,0.21889234148491396,0.23425505993462392,0.08736457967837642,0.10492522160008098,0.25805109203590415,0.24382177668270136,0.037294516222665865,0.03273421106859319,0.1
2020,SLV,6321041.993896484,1886182.8304519653,2015025.1657180786,983251.4961471558,1059585.1708221436,1814047.6373729706,1703444.2487678528,550173.576871872,514893.51239585876,1912071.2289640047,1912071.2289640047,0.31294735455255696,0.33432432147481556,0.16313686542537545,0.17580182089371085,0.2869855380053781,0.2694878867143544,0.08703843091109224,0.08145706244208363,0.1
2017,SUR,494372.2035036087,237259.42736196518,256449.51777410507,146482.05988121033,154643.74021339417,129338.43584489822,127538.45404481888,8341.4700050354,8341.4700050354,0.0,0.0,0.5362725627820821,0.5796475261281662,0.3310903618352408,0.3495380386125725,0.2616215776863638,0.2579806330957843,0.016872853987177115,0.016872853987177115,0.1
2015,TTO,1370327.9436531067,104643.82332992554,109828.69227981567,35306.4885635376,36047.18412780762,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,2228191.62630496,2228191.62630496,0.11681749276494097,0.12260553998805641,0.039413845376452754,0.04024070926546924,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.1
2020,URY,3530882.831489086,335369.4657893181,374210.85170841217,124458.25609016418,142493.70188856125,611005.5813837051,582872.7962837219,168771.57465457916,160961.60673046112,60561806.60938166,60561806.60938112,0.09600823887503575,0.1071275965922958,0.035629415315290895,0.0407925311176044,0.17491625146434336,0.1668625094644798,0.04831525618057285,0.046079449577546755,0.1
2021,VEN,28704946.98902893,25323285.83008957,25736586.805778503,23306201.34843445,23871276.271697998,25287458.12391281,25406581.790325165,23258676.789611816,23466193.3081131,13424168067.303701,13424168067.303701,0.9080504847930136,0.9228707634036917,0.8357212241384172,0.855983861517179,0.9067657634428258,0.9110373379834223,0.8340170733039632,0.8414582670136572,0.1
2020,ARG,28644818.0,3117574.0,3895182.0,1600371.0,1940496.0,9345989.0,9151095.0,2615991.0,2453749.0,592734787.022959,592734787.022959,0.1210250240423557,0.1512119664839876,0.06212681359021111,0.0753305535182469,0.4485814255681058,0.4392270567201786,0.1255602774680491,0.11777311362193066,0.2
2014,BHS,257918.38403320312,10957.964782714844,12599.507884979248,6016.8191566467285,6236.448661804199,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,606565.747078119,606565.7470781192,0.05539413530831998,0.06369237887127706,0.030415912178758265,0.03152617186362085,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.2
2007,BLZ,313923.68988609314,19310.166982650757,20571.84973716736,11562.428081512451,13514.427307128906,19310.166982650757,17716.942991256714,11562.428081512451,11488.857250213623,296184.08232341224,296184.08232338924,0.0803069258979802,0.08555399929536496,0.04808570821666102,0.056203662727636286,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.047779742592299716,0.2
2020,BOL,11749037.995095253,3179854.9103832245,3566944.007548332,1657338.8711500168,1829932.1092596054,4538500.133379936,4372035.9354457855,1714047.6042966843,1664486.098162651,71848189.07609776,71848189.07609856,0.272471220865654,0.3056396017700676,0.14201187108751684,0.15680081323305917,0.3888890238995002,0.374625258878827,0.14687105434891756,0.14262429326551546,0.2
2020,BRA,211096452.99566078,42764713.037709236,50493566.9979372,18324104.06830597,22642296.550439835,46497642.96545887,45870694.56481266,8674885.643491745,8740810.444131851,817998755.3581855,817998755.3581855,0.20754950038154713,0.2450598603026524,0.08893216799941613,0.10988960296286246,0.22566648717812832,0.22262372556285942,0.04210172483996663,0.0424216769327947,0.2
2016,BRB,278999.9999694824,10226.09602355957,12004.891143798828,3090.0795555114746,4364.054836273193,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,629732.5534284253,629732.5534284305,0.04358769412399205,0.05116962738880897,0.013171149789140335,0.018601339837369467,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.2
2020,CHL,19545799.0,2213080.0,2890167.0,1086479.0,1346592.0,2112185.0,2022996.0,831232.0,787794.0,13614079011.076452,13614079011.077013,0.11579878362824503,0.15122716896022467,0.056849705676085834,0.07046004466333153,0.10813706196038599,0.10357087272071953,0.04255639836825636,0.04033251281967267,0.2
2020,COL,49620239.65705776,17273916.208309174,19610708.782172203,9109493.07768917,10732328.51615429,18939982.820563316,18216780.13211727,5191881.252938271,5031189.817770958,143034414902.9453,143034414902.9466,0.35691554128125735,0.4051986043866088,0.18822133981739086,0.22175254269838943,0.38169873727865755,0.36712398525318685,0.10463232924349249,0.10139390403075862,0.2
2021,CRI,5163413.0,924299.0,1125514.0,379647.0,471504.0,1351668.0,1311552.0,376776.0,375295.0,8094018216.928065,8094018216.928067,0.18122052932999505,0.22067127936773712,0.07443460427691106,0.09244433290657025,0.2622203451876859,0.25443793754945726,0.07309363895456246,0.07280632851204036,0.2
2020,DOM,10480963.994644165,2552030.719558716,3081031.658554077,1064049.153579712,1318817.7621307373,2367297.6797180176,2115596.3679351807,325918.0559082031,308022.07290649414,651915960.4668596,651915960.4668596,0.24767829121153806,0.2990186013479011,0.10326751715954141,0.1279931809756769,0.22586640703352484,0.2018513153004116,0.03109619077737021,0.02938871587230862,0.2
2020,ECU,17695544.989904404,6902152.030433655,7725383.509662628,3648345.2086219788,4421250.748825073,5533934.7630729675,5357492.238918304,2512521.3625125885,2472017.121366501,20117711.188122537,20117711.188122537,0.39689629831388185,0.44423479872951416,0.2097917724629246,0.25423636691698587,0.31821933404097624,0.30807331227944984,0.14447818938481766,0.14214906314911446,0.2
2014,GTM,16002003.998764038,9273742.231903076,10053447.231903076,6032574.429046631,6740087.414993286,9486743.199783325,9149541.199783325,3737409.676925659,3476126.676925659,1196149798.9076118,1196149798.9076118,0.5819769400679505,0.6309076002813262,0.378576320017929,0.422976545118328,0.5928471959209648,0.5717747102481675,0.23355885157973522,0.21723070917830967,0.2
2019,GUY,745059.1476888657,309086.0712900162,236129.7653875351,190097.66566181183,154036.579082489,299922.63168144226,207016.75518989563,189381.52050876617,131191.96376991272,86440045.76843646,86440045.7684334,0.5016397242122946,0.38323328480296703,0.30852422491246867,0.24999789452511975,0.48676766835129825,0.3359835257129484,0.3073619374772231,0.21292159898935614,0.2
2019,HND,2251019.1909561157,272296.34732055664,295251.2826080322,187572.84244155884,204360.4571800232,328202.57481765747,321244.6104850769,211485.94050598145,207561.1917037964,75522434.06521235,75522434.06521235,0.5234278111909219,0.5675534546370596,0.3605661380483482,0.3928365101048869,0.6303425902136706,0.6169791933468121,0.40617778701577234,0.3986399536295419,0.2
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,336768.2815513611,97747.99367141724,85400.37480545044,3631417839.662552,3631417839.6625586,,,,,0.11332047995837581,0.10807695961487943,0.03136965843634556,0.02740701355966797,0.2
2020,MEX,126760856.0,38782782.0,46423332.0,17080724.0,21694324.0,66887453.0,64374654.0,18855506.0,17689669.0,705947793.5498,705947793.5497929,0.307494298106484,0.36807338599650424,0.135426727188642,0.17200625089955254,0.5276664666890543,0.5078433203385752,0.14874864839978677,0.13955151107531177,0.2
2014,NIC,6240907.859611034,3059439.5368425846,3366205.838979006,1841377.7277450562,2119049.267934799,2473974.7280521393,2396580.768716812,1399767.9736042023,1374391.1756572723,125884161.04690282,125884161.04690282,0.515344797028842,0.5670177965459154,0.3101693692360202,0.3569415253111973,0.41672665490826905,0.4036900925625773,0.23578277444534668,0.23150820041643838,0.2
2019,PAN,4076474.0,651919.0,743033.0,380518.0,423832.0,873663.0,839091.0,387056.0,376070.0,8154099.406800011,8154099.406800041,0.1627961566343556,0.18554899711849962,0.09502233855769156,0.10583864047320635,0.21816970911055059,0.20953644527384244,0.09665499732676475,0.0939115912030208,0.2
2020,PER,33221603.712699294,12036389.448057532,13323829.181972742,6308572.327921271,7159773.856075764,9984368.428366065,9359631.970667958,1703729.5014824867,1623460.8106350899,209401154.33766386,209401154.3376643,0.3645115749399321,0.40350056637086446,0.1910496203862998,0.21682751756699825,0.3005384241745512,0.28173329775438094,0.05128378257161676,0.04886762314892419,0.2
2020,PRY,7221008.0,1575737.0,1919620.0,624188.0,842085.0,1863389.0,1771055.0,269304.0,238758.0,17113101819.372084,17113101819.372084,0.22124372926985666,0.26952714036733433,0.08764005724654134,0.11823421406123437,0.25805109203590415,0.2452642345777764,0.037294516222665865,0.03306435888175169,0.2
2020,SLV,6321041.993896484,1899125.508216858,2191397.0320568085,988227.7566947937,1172116.976299286,1814047.6373729706,1711966.3977470398,550173.576871872,519134.3316307068,3824142.4579279125,3824142.4579279544,0.31509474806179527,0.3635871840653826,0.16396250520366482,0.1944726147629648,0.2869855380053781,0.2708361057243556,0.08703843091109224,0.0821279675300332,0.2
2017,SUR,494372.2035036087,237259.42736196518,272311.0623912811,146482.05988121033,169590.13210487366,129338.43584489822,127538.45404481888,8341.4700050354,8341.4700050354,0.0,0.0,0.5362725627820821,0.6154990464496678,0.3310903618352408,0.3833210582089267,0.2616215776863638,0.2579806330957843,0.016872853987177115,0.016872853987177115,0.2
2015,TTO,1370327.9436531067,104643.82332992554,118428.99077606201,35306.4885635376,50490.747631073,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,4456383.25260992,4456383.25260992,0.11681749276494097,0.13220634847719234,0.039413845376452754,0.05636455510129083,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.2
2020,URY,3530882.831489086,341190.8572192192,443073.94778466225,127507.7552280426,171719.64850902557,611005.5813837051,586218.6619739532,168771.57465457916,162428.37227153778,121123613.21876323,121123613.21876267,0.09767476369616583,0.12684145027364588,0.0365024138185672,0.049159219056479825,0.17491625146434336,0.16782035060745767,0.04831525618057285,0.046499349391949725,0.2
2021,VEN,28704946.98902893,25358014.67036438,25992100.55493927,23348659.187156677,24357077.227474213,25287458.12391281,25415789.22547531,23258676.789611816,23481714.498405457,26848336134.607403,26848336134.607403,0.9092958026581373,0.9320330571657842,0.8372436909025515,0.8734038676082266,0.9067657634428258,0.9113675011387051,0.8340170733039632,0.842014830820744,0.2
