anio_c,pais_c,population,poor_int_pop,poor_int_delta_pop,poor31_int_pop,poor31_int_delta_pop,poor_national_pop,poor_national_delta_pop,poor_e_national_pop,poor_e_national_delta_pop,poor_national_new_recovery,poor_e_national_new_recovery,poor_int,poor_int_delta,poor31_int,poor31_int_delta,poor_national,poor_national_delta,poor_e_national,poor_e_national_delta,shock_weight,shock_component
2020,ARG,28644818.0,3117451.0,3033772.0,1600371.0,1589140.0,9345989.0,9145764.0,2615991.0,2443448.0,0.0,0.0,0.12102024915073895,0.1177718088613215,0.06212681359021111,0.061690823283318735,0.4485814255681058,0.4389711835771968,0.1255602774680491,0.11727869432989244,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,BHS,257918.38403320312,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,10644.299877166748,9358.222019195557,6016.8191566467285,4944.536720275879,0.0,0.0,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.05380851274391729,0.04730719865009334,0.030415912178758265,0.02499536561314447,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2007,BLZ,313923.68988609314,19310.166982650757,17716.942991256714,11562.428081512451,11283.11243057251,19310.166982650757,17716.942991256714,11562.428081512451,11283.11243057251,0.0,0.0,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.04692409313055984,0.0803069258979802,0.07368104217927804,0.04808570821666102,0.04692409313055984,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BOL,11749037.995095253,3051805.186159134,2951385.7665548325,1607023.870554924,1535369.2672185898,4538500.133379936,4346947.469762802,1714047.6042966843,1637819.632842064,0.0,0.0,0.26149906469056505,0.25289445767882346,0.13770054556280956,0.13156070025479133,0.3888890238995002,0.37247551146363295,0.14687105434891756,0.14033933229501747,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BRA,211096452.99566078,41242997.93794346,40986010.28911686,18028022.542549133,17094286.611450195,46497642.96545887,45697892.94176388,8674885.643491745,8631296.923761368,0.0,0.0,0.20016417761787167,0.19891694235474347,0.087495198863464,0.0829635087801704,0.22566648717812832,0.2217850693909527,0.04210172483996663,0.041890176197179434,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2016,BRB,278999.9999694824,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,10226.09602355957,7769.971202850342,3090.0795555114746,3090.0795555114746,0.0,0.0,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.04358769412399205,0.03311871190743805,0.013171149789140335,0.013171149789140335,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,CHL,19545799.0,2195707.0,2099668.0,1077324.0,1044636.0,2112185.0,2004467.0,831232.0,760472.0,0.0,0.0,0.11488974632820459,0.10986453287868038,0.05637067289637765,0.05466028256288764,0.10813706196038599,0.10262224766133128,0.04255639836825636,0.03893371451039499,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,COL,49620239.65705776,16934375.421102524,16105552.89699936,8793001.726118088,8384147.85562706,18939982.820563316,18030157.44936371,5191881.252938271,4879644.759225845,0.0,0.0,0.34989991249207564,0.33277469107447477,0.18168196098200595,0.1732341777039414,0.38169873727865755,0.36336296587796063,0.10463232924349249,0.09833980635625138,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,CRI,5163413.0,878268.0,828325.0,363379.0,338766.0,1351668.0,1279098.0,376776.0,349311.0,0.0,0.0,0.1721955685915446,0.162403610690121,0.07124505676994594,0.06641936628623973,0.2622203451876859,0.24814193950650504,0.07309363895456246,0.0677654949276418,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,DOM,10480963.994644165,2482052.771194458,2272553.1899108887,1000347.8591766357,893364.6697845459,2367297.6797180176,2058298.7022247314,325918.0559082031,277729.8112640381,0.0,0.0,0.24088682959608165,0.22055459068368352,0.09708521393536816,0.08670233988376781,0.22586640703352484,0.19638448364831082,0.03109619077737021,0.026498498745531392,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ECU,17695544.989904404,6586100.245279312,6362223.443101883,3491176.0305366516,3323406.0274066925,5533934.7630729675,5263748.605995178,2512521.3625125885,2347527.639257431,0.0,0.0,0.3787222877951116,0.36584864002978,0.20075403108660456,0.1911067076262134,0.31821933404097624,0.3026827470276806,0.14447818938481766,0.13499051109024338,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,GTM,16002003.998764038,9157928.231903076,8812743.231903076,5970871.429046631,5610749.429046631,9486743.199783325,9084970.15901184,3737409.676925659,3384341.676925659,0.0,0.0,0.5747089919568676,0.5530467864486894,0.3747041266535849,0.3521045444816593,0.5928471959209648,0.5677395256065144,0.23355885157973522,0.21149486509233836,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,GUY,745059.1476888657,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,0.0,0.0,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,HND,2251019.1909561157,268601.8744163513,263394.08137893677,184826.1531906128,177366.54668426514,328202.57481765747,318736.6521644592,211485.94050598145,204827.87186431885,0.0,0.0,0.5163260271061143,0.5063152291738886,0.35528625252365614,0.340946855229551,0.6303425902136706,0.6121624336219854,0.40617778701577234,0.39339036682037104,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,325914.7932777405,97747.99367141724,83809.54419326782,0.0,0.0,,,,,0.11332047995837581,0.10459381681881487,0.03136965843634556,0.026896478140373284,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,MEX,126760856.0,38534112.0,36385580.0,16988970.0,15867717.0,66887453.0,64250382.0,18855506.0,17538509.0,0.0,0.0,0.30552268588149867,0.2884877723134282,0.1346992437443532,0.1258092444597534,0.5276664666890543,0.5068629546016951,0.14874864839978677,0.13835902938364505,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,NIC,6240907.859611034,3012898.8379786015,2911970.6962502003,1784050.8496847153,1720512.927110672,2473974.7280521393,2376187.317369461,1399767.9736042023,1305866.942117691,0.0,0.0,0.507505286974529,0.4905045284737745,0.30051299002586174,0.28981039648928636,0.41672665490826905,0.4002549342864427,0.23578277444534668,0.21996569179688352,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,PAN,4076474.0,638719.0,595035.0,374547.0,340836.0,873663.0,821421.0,387056.0,357528.0,0.0,0.0,0.15949987401707724,0.14859117630092664,0.09353127011013329,0.08511301379868853,0.21816970911055059,0.20512392149753117,0.09665499732676475,0.08928131299926508,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PER,33221603.712699294,11615062.224806905,11020979.872205973,6025398.099321961,5652844.662004113,9984368.428366065,9063369.961044312,1703729.5014824867,1480004.2740502357,0.0,0.0,0.3517520468127544,0.3337607800026286,0.18247393541909457,0.17119147893394568,0.3005384241745512,0.2728155461555803,0.05128378257161676,0.044549453026088835,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PRY,7221008.0,1551825.0,1470075.0,604770.0,565896.0,1863389.0,1755545.0,269304.0,229340.0,0.0,0.0,0.21788632885703346,0.20640809685016254,0.08491364367945363,0.0794554810979845,0.25805109203590415,0.2431163350047528,0.037294516222665865,0.031760108837990485,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,SLV,6321041.993896484,1850907.7714862823,1762656.4167613983,978830.4975585938,916308.9993572235,1814047.6373729706,1695685.664741516,550173.576871872,504899.75363731384,0.0,0.0,0.3070946682663867,0.29245238250758043,0.16240335232662695,0.15203005385900548,0.2869855380053781,0.26826046502757744,0.08703843091109224,0.0798760321676139,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2017,SUR,494372.2035036087,237259.42736196518,234451.99771642685,146482.05988121033,142790.1365852356,129338.43584489822,127538.45404481888,8341.4700050354,8341.4700050354,0.0,0.0,0.5362725627820821,0.5299269877818258,0.3310903618352408,0.32274558418176225,0.2616215776863638,0.2579806330957843,0.016872853987177115,0.016872853987177115,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2015,TTO,1370327.9436531067,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,0.0,0.0,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,URY,3530882.831489086,333549.2358431816,318648.72210264206,123476.6556968689,116813.19368839264,611005.5813837051,581804.0274906158,168771.57465457916,159954.37864398956,0.0,0.0,0.09548715067440049,0.09122149077243084,0.03534840665274758,0.03344081721034316,0.17491625146434336,0.1665565465785945,0.04831525618057285,0.045791104320771485,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,VEN,28704946.98902893,25287458.12391281,25388296.525550842,23255209.237609863,23424495.186927795,25287458.12391281,25388988.847373962,23258676.789611816,23424868.131462097,0.0,0.0,0.9067657634428258,0.9103816591092707,0.833892732714928,0.8399630424440131,0.9067657634428258,0.9104064846066937,0.8340170733039632,0.8399764156084376,0.0,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ARG,28644818.0,3446331.0,3457613.0,1672324.0,1674208.0,9345989.0,9346860.0,2615991.0,2747189.0,4151.982634344054,625409.6643635716,0.1337874552882837,0.13422542542828544,0.06492004754549802,0.06499318490977415,0.4485814255681058,0.44862323114070707,0.1255602774680491,0.13185741583100719,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,BHS,257918.38403320312,11585.031284332275,10644.299877166748,6236.448661804199,6016.8191566467285,10644.299877166748,10017.421627044678,6016.8191566467285,6016.8191566467285,0.0,0.0,0.0585640493687031,0.05380851274391729,0.03152617186362085,0.030415912178758265,0.05380851274391729,0.050639550322731125,0.030415912178758265,0.030415912178758265,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2007,BLZ,313923.68988609314,19498.12403678894,19498.12403678894,12319.654644012451,12319.654644012451,19310.166982650757,18449.304471969604,11562.428081512451,11525.642665863037,0.0,0.0,0.08108859978160013,0.08108859978160013,0.051234854337318864,0.051234854337318864,0.0803069258979802,0.07672677965089009,0.04808570821666102,0.04793272540448037,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BOL,11749037.995095253,3344322.8717451096,3305944.686598778,1755281.3277921677,1713099.4921674728,4538500.133379936,4498340.863516808,1714047.6042966843,1743726.056632042,0.0,239877.6038316455,0.2865639349952296,0.2832754355963156,0.15040423535820366,0.14678981376510344,0.3888890238995002,0.38544790925840444,0.14687105434891756,0.149414102497062,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BRA,211096452.99566078,45071475.02221203,45543856.44832134,20367133.459472656,20510154.829135895,46497642.96545887,47724842.75671291,8674885.643491745,9118161.23359108,2751536.6775975763,993431.7933834158,0.2187448823536074,0.221037485811324,0.09884757954508837,0.09954170354847675,0.22566648717812832,0.23162244211037633,0.04210172483996663,0.04425306927142176,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2016,BRB,278999.9999694824,10226.09602355957,10226.09602355957,3090.0795555114746,3090.0795555114746,10226.09602355957,9470.890964508057,3090.0795555114746,3090.0795555114746,0.0,0.0,0.04358769412399205,0.04358769412399205,0.013171149789140335,0.013171149789140335,0.04358769412399205,0.04036870937761466,0.013171149789140335,0.013171149789140335,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,CHL,19545799.0,2498924.0,2507113.0,1181453.0,1187125.0,2112185.0,2217542.0,831232.0,903124.0,1105289.2227078578,753217.8094354792,0.13075548989617572,0.131183976999729,0.061819193302520004,0.06211597909460136,0.10813706196038599,0.1135310006717017,0.04255639836825636,0.04623703697635938,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,COL,49620239.65705776,18009543.19260502,17953674.919988632,9623169.502737999,9562429.289336205,18939982.820563316,18674758.119270325,5191881.252938271,5352225.552829742,0.0,432281.4819072079,0.372115146287721,0.37096078994368975,0.19883497815387494,0.19757995723780658,0.38169873727865755,0.37635364618022576,0.10463232924349249,0.10786375861585476,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,CRI,5163413.0,983044.0,974094.0,406539.0,404630.0,1351668.0,1343930.0,376776.0,402875.0,0.0,0.0,0.1927382308481083,0.19098346995633683,0.07970712158434322,0.0793328379483218,0.2622203451876859,0.26071919177496744,0.07309363895456246,0.07815678226272202,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,DOM,10480963.994644165,2784303.879486084,2647841.8311462402,1165634.5611724854,1092868.7765350342,2367297.6797180176,2246023.362197876,325918.0559082031,349064.79177856445,0.0,77714.74536681602,0.2702207390371906,0.2569768988713939,0.11312652864078108,0.10606450346234315,0.22586640703352484,0.21429549451229937,0.03109619077737021,0.03330464563726568,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ECU,17695544.989904404,7233099.814395905,7152763.367019653,3940911.9025039673,3898929.558654785,5533934.7630729675,5528745.252937317,2512521.3625125885,2616410.4183979034,43045.21687409911,379152.1369036174,0.4159268774449455,0.4113072691774471,0.2266153134831296,0.22420119151148796,0.31821933404097624,0.31792092024860824,0.14447818938481766,0.15045214961264167,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,GTM,16002003.998764038,9645230.231903076,9477907.231903076,6434774.963256836,6261892.374221802,9486743.199783325,9453570.199783325,3737409.676925659,3948767.676925659,0.0,13078571.95232096,0.605289799548583,0.5947893861116001,0.40381655533394945,0.39296724794092014,0.5928471959209648,0.5907741430706741,0.23355885157973522,0.2467670722511164,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,GUY,745059.1476888657,322624.7293252945,222364.38717460632,204021.40409088135,139075.18953323364,299922.63168144226,210358.2318687439,189381.52050876617,137099.23532295227,0.0,0.0,0.5236126609243119,0.36089238635487003,0.33112213842054394,0.2257158966466744,0.48676766835129825,0.34140666701673905,0.3073619374772231,0.2225089675186012,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,HND,2251019.1909561157,282400.1351966858,278328.1808280945,196671.57425308228,192341.73342895508,328202.57481765747,326880.6965789795,211485.94050598145,214944.929271698,639.9268448972592,23082.37203141126,0.5428500459170958,0.5350226395512222,0.3780563810265704,0.36973324658984597,0.6303425902136706,0.6278038040588748,0.40617778701577234,0.4128210863235645,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,372922.78341674805,97747.99367141724,122235.46541595459,0.0,0.0,,,,,0.11332047995837581,0.11967980006054525,0.03136965843634556,0.03922827113767633,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,MEX,126760856.0,42950346.0,41773709.0,19508313.0,18757763.0,66887453.0,66461980.0,18855506.0,19930327.0,1307700.6171640197,6390764.343151075,0.3405373677602765,0.3312082492756583,0.15467418023742074,0.1487233475858636,0.5276664666890543,0.5243099652151292,0.14874864839978677,0.1572277722706448,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,NIC,6240907.859611034,3173592.5043432713,3148872.5425827503,1973758.960062027,1926507.040128708,2473974.7280521393,2489800.0064430237,1399767.9736042023,1441226.9281978607,51824.14821382989,120874.89538953552,0.5345732005185848,0.5304092667252785,0.3324682179229349,0.3245089068157802,0.41672665490826905,0.4193923310172638,0.23578277444534668,0.24276629423150553,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,PAN,4076474.0,692584.0,677727.0,398121.0,385840.0,873663.0,859619.0,387056.0,398243.0,0.0,60610.38059999993,0.17295095456099385,0.169240888587895,0.09941813120253634,0.09635133977656697,0.21816970911055059,0.21466266418047047,0.09665499732676475,0.09944859684490816,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PER,33221603.712699294,12564941.98717475,12256353.535278201,6680581.30002296,6447856.079532981,9984368.428366065,9777861.482152104,1703729.5014824867,1832725.5114645958,0.0,0.0,0.3805183284023011,0.37117299580945784,0.20231558821641646,0.19526770753632303,0.3005384241745512,0.29432238030141866,0.05128378257161676,0.05516667790375267,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PRY,7221008.0,1695177.0,1682568.0,760704.0,751600.0,1863389.0,1842402.0,269304.0,285799.0,0.0,51814.940787356325,0.23801388255304523,0.23624349689708637,0.10680779205571554,0.10552953120934792,0.25805109203590415,0.2551447110985059,0.037294516222665865,0.039578823344330875,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,SLV,6321041.993896484,2062680.8552761078,2020231.7074565887,1080805.2257537842,1061319.6620635986,1814047.6373729706,1828170.7892246246,550173.576871872,600941.8062057495,60578.52467796959,199274.48139696103,0.342231148817205,0.3351881685192952,0.1793225612732241,0.17608960023129386,0.2869855380053781,0.2892198455555085,0.08703843091109224,0.09507005439704579,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2017,SUR,494372.2035036087,249683.82010412216,256449.51777410507,153119.25604057312,154643.74021339417,129338.43584489822,131251.93022203445,8341.4700050354,8663.270160675049,4134.036195593907,708.0314271968024,0.5643551600087994,0.5796475261281662,0.3460922786553413,0.3495380386125725,0.2616215776863638,0.26549213182265086,0.016872853987177115,0.017523780866477885,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2015,TTO,1370327.9436531067,114766.66270828247,109952.14154052734,39092.26589202881,36047.18412780762,101598.74156570435,101392.99279785156,35306.4885635376,35471.087577819824,0.0,989.0241660582678,0.12811796591483302,0.12274335063622582,0.04364003858698149,0.04024070926546924,0.11341816344342873,0.11318847902981304,0.039413845376452754,0.03959759290734531,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,URY,3530882.831489086,376384.914560318,374572.6995611191,143901.16940641403,142712.9963107109,611005.5813837051,614179.0152540207,168771.57465457916,184084.82195663452,33033.999527261134,97200.42286389323,0.10774997867208311,0.10723118495862885,0.04119545532939818,0.04085530985393376,0.17491625146434336,0.17582472951066253,0.04831525618057285,0.05269907180752029,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,VEN,28704946.98902893,25507087.72901535,25744427.470848083,23572250.616203308,23880504.43106079,25287458.12391281,25523131.591579437,23258676.789611816,23720757.641929626,0.0,0.0,0.9146413120871209,0.9231519164801646,0.8452613038973118,0.856314767807909,0.9067657634428258,0.9152166180437421,0.8340170733039632,0.8505865163365964,0.1,"Alimentos fuera del hogarBebidas no alcohólicasFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
